epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,680.958,1.0285,0.48768,1.09674,0.9943,1,0.995,0.59083,1.62903,0.52913,1.39851,0.00105455,0.00105455,0.00105455
193,684.442,1.00181,0.48786,1.09313,0.99382,1,0.995,0.55338,1.73666,0.57354,1.47506,0.0010496,0.0010496,0.0010496
194,688.123,1.0316,0.47305,1.10014,0.99443,1,0.995,0.54349,1.73084,0.60284,1.46497,0.00104465,0.00104465,0.00104465
195,691.606,1.05506,0.47507,1.09982,0.99446,1,0.995,0.55689,1.64085,0.57705,1.43278,0.0010397,0.0010397,0.0010397
196,695.114,1.04924,0.4703,1.10045,1,1,0.995,0.58413,1.7363,0.58447,1.48491,0.00103475,0.00103475,0.00103475
197,698.598,1.06189,0.50524,1.12497,0.99416,1,0.995,0.57547,1.78939,0.59824,1.52375,0.0010298,0.0010298,0.0010298
198,702.097,1.06662,0.48924,1.09728,0.98958,1,0.995,0.51417,1.62942,0.55293,1.47237,0.00102485,0.00102485,0.00102485
199,705.575,1.04677,0.54123,1.11034,0.99406,1,0.995,0.51039,1.62497,0.57196,1.44964,0.0010199,0.0010199,0.0010199
200,709.267,1.06426,0.50606,1.11025,0.99344,1,0.995,0.49467,1.69846,0.59611,1.46906,0.00101495,0.00101495,0.00101495
201,712.78,1.01039,0.49666,1.07651,0.99339,1,0.995,0.46057,1.69995,0.60492,1.53184,0.00101,0.00101,0.00101
202,716.276,1.04907,0.48008,1.11779,0.99345,1,0.995,0.46845,1.80806,0.60055,1.60921,0.00100505,0.00100505,0.00100505
203,719.77,1.07514,0.48571,1.12152,0.99404,1,0.995,0.49344,1.8027,0.56177,1.65254,0.0010001,0.0010001,0.0010001
204,723.254,1.09129,0.50179,1.11584,0.99407,1,0.995,0.48333,1.91536,0.62302,1.68613,0.00099515,0.00099515,0.00099515
205,726.736,1.06145,0.49448,1.14983,0.99409,1,0.995,0.51305,1.79138,0.59844,1.56824,0.0009902,0.0009902,0.0009902
206,730.22,0.96938,0.46239,1.08511,0.9942,1,0.995,0.51293,1.67042,0.60102,1.42693,0.00098525,0.00098525,0.00098525
207,733.686,0.98626,0.48755,1.0933,0.99388,1,0.995,0.52122,1.69094,0.60077,1.44863,0.0009803,0.0009803,0.0009803
208,737.367,1.09368,0.50126,1.14284,0.99451,1,0.995,0.5448,1.6869,0.62214,1.472,0.00097535,0.00097535,0.00097535
209,740.874,1.05645,0.47788,1.08683,1,1,0.995,0.60518,1.63573,0.62217,1.49203,0.0009704,0.0009704,0.0009704
210,744.424,1.01446,0.47257,1.10516,0.99412,1,0.995,0.58923,1.56943,0.55069,1.42711,0.00096545,0.00096545,0.00096545
211,747.957,0.98372,0.46812,1.06991,0.99414,1,0.995,0.54337,1.60293,0.53023,1.41273,0.0009605,0.0009605,0.0009605
212,751.433,0.95927,0.43875,1.07634,0.99433,1,0.995,0.55324,1.58701,0.56172,1.43379,0.00095555,0.00095555,0.00095555
213,754.976,0.92793,0.44262,1.05874,0.99445,1,0.995,0.54725,1.62043,0.63112,1.48342,0.0009506,0.0009506,0.0009506
